"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;לחמניות חמות.;"  כמעט בו זמנית צץ לו***לחמניות חמות.***בד.  השניה מכריזה: ";3333;3346;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/Descriptive;;"#38FF6C";CATMA_9196A1FB-E7D7-4D50-B41A-41FE9E58C57C;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;דירת חדר מתקופת חרושצ'וב בבניין ישן אפור בן חמש קומות בעיר אגמים,;" מחוז מוסקבה שכתובתו סמטת השדה***דירת חדר מתקופת חרושצ'וב בבניין ישן אפור בן חמש קומות בעיר אגמים,***בלב כמה פעמים: """;9760;9825;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/Descriptive;;"#38FF6C";CATMA_74A30387-6448-4FFA-B216-6E41D3E01C6E;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;האדם מביט בחלון, וכמעט ולא רואה דבר;", מלבד היער וסממנים המעידים***האדם מביט בחלון, וכמעט ולא רואה דבר***.  הקרון גדוש באנשים.  ";6341;6376;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/NotDescriptive;;"#FF272D";CATMA_ABD6F80B-66C9-4E0E-854D-31F3A679F262;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;הקרון גדוש באנשים;".  האדם מביט בחלון,***הקרון גדוש באנשים***.  עוד נוסעים עולים.  ";6321;6338;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/Descriptive;;"#38FF6C";CATMA_16DC1417-70EB-4046-B4B9-D58EF41735F4;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;משקה כהלי חזק;", כלומר, משוחחים.***משקה כהלי חזק***חברו של האדם, שותים ";10015;10028;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/Descriptive;;"#38FF6C";CATMA_966BDA44-9BA2-4774-A9E3-A3C154FF2F24;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;הוא מתעורר לרגע קט כשהאוטובוס חולף;" על יד כנסייה גבוהה ויפה***הוא מתעורר לרגע קט כשהאוטובוס חולף***ונרדם טרם תחילת הנסיעה.  ";12000;12034;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/NotDescriptive;;"#FF272D";CATMA_A9D9704B-652D-4779-B334-02E8977680CC;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;מעט בו זמנית צץ לו בקרון סוחר זריז עם עטי כתיבה אוטומטיים, עטי כתיבה אוטומטיים, צועק הסוחר הזריז, עטי כתיבה, עטי כתיבה, נכנס ויוצא, יוצא ונכנס.;"

בכניסה לתחנת ""שִרְיוֺנִיצִי""***מעט בו זמנית צץ לו בקרון סוחר זריז עם עטי כתיבה אוטומטיים, עטי כתיבה אוטומטיים, צועק הסוחר הזריז, עטי כתיבה, עטי כתיבה, נכנס ויוצא, יוצא ונכנס.***: לחמניות חמות.  כ";3349;3492;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/Descriptive;;"#38FF6C";CATMA_352A81E2-0B38-4381-A3EA-64C344E1E05F;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;מלבד היער וסממנים המעידים על הנוכחות האנושית שלפרקים צצים בין העצים;".

תחנת ביניים ""קֵרֶחוֺבְסְקִי***מלבד היער וסממנים המעידים על הנוכחות האנושית שלפרקים צצים בין העצים***וכמעט ולא רואה דבר, ";6378;6445;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/Descriptive;;"#38FF6C";CATMA_9156281F-A81B-4B9E-8C68-210FF2512814;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;אישה מבוגרת אחת אומרת לאישה המבוגרת השניה: הנה, תראי, גנבו הכל, עד הלֶבֶנָה האחרונה, רק את המשטחים השאירו.  כן-כן, עונה האישה המבוגרת השניה לאישה המבוגרת הראשונה.;"

האדם רואה יער, האדם***אישה מבוגרת אחת אומרת לאישה המבוגרת השניה: הנה, תראי, גנבו הכל, עד הלֶבֶנָה האחרונה, רק את המשטחים השאירו.  כן-כן, עונה האישה המבוגרת השניה לאישה המבוגרת הראשונה.***ספוגי מים הנערמים מסביב.

";6770;6932;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/NotDescriptive;;"#FF272D";CATMA_309AF357-C3F8-416A-A6B9-0927E4CFFC2F;;;
"tag=""%""@2022-01-31T12:52:19.162";D_6270DCE2-EFCE-41AC-A34A-8A3D77C88349;חברו של האדם - דמיטרי דנילוב;13022;שוב נרדם ומתעורר סופית רק לקראת הכניסה לפיסגובו;, כשהאוטובוס פונה מנתיב סובב***שוב נרדם ומתעורר סופית רק לקראת הכניסה לפיסגובו***גבוהה ויפה של שריוניצי ו;12072;12119;C_DD757B9F-D110-4D6D-8D82-F70C5C6F2BE2;חברו של האדם - דמיטרי דנילוב Default Annotations;/NotDescriptive;;"#FF272D";CATMA_4A58CF0D-0C6F-4FB6-9539-6D20FFE42C30;;;
